term,ngram,total_frequency,article_count
child needs support,3,3,3
child send individual,3,3,3
child should lose,3,3,3
child support,2,3,3
childcare,1,3,3
children aged,2,3,3
children back,2,3,3
children back outcomes,3,3,3
children currently,2,3,3
children earliest,2,3,3
children earliest stage,3,3,3
children ehcp entitlements,3,3,3
children ehcp lengthy,3,3,3
children entitled changing,3,3,3
children failed,2,3,3
children families education,3,3,3
children individual,2,3,3
children lower tiers,3,3,3
children mould,2,3,3
children mould instead,3,3,3
children moving,2,3,3
children need need,3,3,3
children needs early,3,3,3
children plans,2,3,3
children receive support,3,3,3
children schools,2,3,3
children send despite,3,3,3
children send drawn,3,3,3
children send including,3,3,3
children send mainstream,3,3,3
children send school-led,3,3,3
children send sidelined,3,3,3
children start,2,3,3
children start support,3,3,3
children support published,3,3,3
children wellbeing,2,3,3
children white,2,3,3
children white paper,3,3,3
children young special,3,3,3
chosen,1,3,3
citing,1,3,3
clear evidence,2,3,3
clear explanation,2,3,3
clear principles statute,3,3,3
clear routes clear,3,3,3
coalition government,2,3,3
collapse,1,3,3
colleges provide,2,3,3
colleges provide access,3,3,3
come ehcp,2,3,3
come government,2,3,3
come government faces,3,3,3
come mainstream,2,3,3
come mainstream school,3,3,3
comes government,2,3,3
coming weeks,2,3,3
commend,1,3,3
communication social,2,3,3
communication social emotional,3,3,3
community wrapped,2,3,3
community wrapped around,3,3,3
compared pupil,2,3,3
compared pupil state-funded,3,3,3
compassion,1,3,3
compel,1,3,3
compete,1,3,3
complement,1,3,3
complex needs entitle,3,3,3
complex needs plans,3,3,3
complex system,2,3,3
complexity,1,3,3
complicated process,2,3,3
comprehensive send training,3,3,3
concern among,2,3,3
concerned plans,2,3,3
concerns among,2,3,3
concerns raised,2,3,3
condition listed,2,3,3
condition listed primary,3,3,3
conditions such autism,3,3,3
confirmed september,2,3,3
confirmed september children,3,3,3
connect,1,3,3
conservative leader,2,3,3
conservative shadow,2,3,3
conservative shadow education,3,3,3
considers,1,3,3
constantly,1,3,3
constituents,1,3,3
consult,1,3,3
consultation parents,2,3,3
containing,1,3,3
controlled,1,3,3
convinced,1,3,3
core part,2,3,3
cost independent,2,3,3
cost independent special,3,3,3
cost providing,2,3,3
cost providing send,3,3,3
cost supporting pupil,3,3,3
cost supporting special,3,3,3
costs children,2,3,3
costs ehcps,2,3,3
costs ehcps full,3,3,3
costs send system,3,3,3
council budgets until,3,3,3
council school,2,3,3
councillors,1,3,3
councils built,2,3,3
councils councils spent,3,3,3
councils delivering,2,3,3
councils delivering better,3,3,3
councils independent,2,3,3
councils independent special,3,3,3
councils march,2,3,3
councils march government,3,3,3
councils move,2,3,3
councils need,2,3,3
councils receive,2,3,3
councils receive central,3,3,3
councils responsible,2,3,3
councils responsible ensuring,3,3,3
councils spent,2,3,3
councils spent school,3,3,3
country should,2,3,3
county special,2,3,3
courage,1,3,3
covered local,2,3,3
covered local authorities,3,3,3
covering,1,3,3
covid pandemic,2,3,3
covid young,2,3,3
covid young asking,3,3,3
cracks,1,3,3
create inclusive,2,3,3
create inclusive education,3,3,3
creating better,2,3,3
creating better system,3,3,3
credit,1,3,3
crowds,1,3,3
crucial government,2,3,3
current level,2,3,3
current rules,2,3,3
currently anyone,2,3,3
currently anyone started,3,3,3
currently ehcp drawn,3,3,3
curtailed,1,3,3
damage,1,3,3
damaged,1,3,3
dangers,1,3,3
daniel kebede general,3,3,3
dark,1,3,3
daunting,1,3,3
deadline record,2,3,3
deadline record number,3,3,3
debts councils,2,3,3
debts councils built,3,3,3
debts overspend,2,3,3
debts overspend artificially,3,3,3
decade according,2,3,3
decade according institute,3,3,3
decade increase,2,3,3
decade increase driven,3,3,3
decade increasing,2,3,3
decade increasing pressure,3,3,3
decided send,2,3,3
declined,1,3,3
defending,1,3,3
deficits built councils,3,3,3
deficits built government,3,3,3
defining,1,3,3
deliver changes government,3,3,3
deliver inclusive,2,3,3
delivered local authorities,3,3,3
delivered local authority,3,3,3
delivered straight,2,3,3
delivered straight your,3,3,3
demand avoidance,2,3,3
demand send provision,3,3,3
demand speech,2,3,3
demand speech language,3,3,3
demand support,2,3,3
demand support despite,3,3,3
democrat leader,2,3,3
democrats called,2,3,3
demonstrates,1,3,3
denied wrongdoing,2,3,3
designed make,2,3,3
desire,1,3,3
despite increase funding,3,3,3
despite increase spending,3,3,3
detailing policy,2,3,3
detailing policy proposals,3,3,3
determine three,2,3,3
devil detail,2,3,3
diagnoses condition,2,3,3
diagnoses condition listed,3,3,3
didn know,2,3,3
didn think,2,3,3
different needs,2,3,3
digital record,2,3,3
dignity,1,3,3
diplomatic,1,3,3
direction travel,2,3,3
disabilities applies,2,3,3
disabilities applies children,3,3,3
disabilities send provision,3,3,3
disability charity mencap,3,3,3
disability charity sense,3,3,3
disability send,2,3,3
disabled child,2,3,3
disagreed refusal,2,3,3
disagreed refusal offer,3,3,3
dismissed,1,3,3
disorder diagnoses,2,3,3
disorder diagnoses condition,3,3,3
disorders,1,3,3
disputes,1,3,3
distinct,1,3,3
doctors,1,3,3
document detailing,2,3,3
document detailing policy,3,3,3
documents setting,2,3,3
doesn always happen,3,3,3
doesn mean,2,3,3
doesn need,2,3,3
dogs,1,3,3
double amount,2,3,3
double amount recent,3,3,3
doubled decade increase,3,3,3
dramatic,1,3,3
drawn schools categorised,3,3,3
drawn schools consultation,3,3,3
dream,1,3,3
driven growing,2,3,3
driven growing demand,3,3,3
driven rise,2,3,3
driven rise autism,3,3,3
during school,2,3,3
each phase,2,3,3
each phase education,3,3,3
earliest opportunity,2,3,3
early given,2,3,3
early given right,3,3,3
early help,2,3,3
early settings schools,3,3,3
earned,1,3,3
eastmidsnews,1,3,3
eastmidsnews whatsapp,2,3,3
echoed,1,3,3
educating children special,3,3,3
education england,2,3,3
education funding,2,3,3
education minister olivia,3,3,3
education needs disabilities,3,3,3
education policy institute,3,3,3
education providers,2,3,3
education sector,2,3,3
education staff,2,3,3
education stages such,3,3,3
education such,2,3,3
education union government,3,3,3
education want,2,3,3
educational experience,2,3,3
educational needs england,3,3,3
educational needs five,3,3,3
educational needs including,3,3,3
educational needs provision,3,3,3
educational needs spending,3,3,3
educational psychologists specialist,3,3,3
ehcp access,2,3,3
ehcp assessed needing,3,3,3
ehcp delivered local,3,3,3
ehcp drawn,2,3,3
ehcp drawn school,3,3,3
ehcp entitlements reassessed,3,3,3
ehcp lengthy,2,3,3
ehcp lengthy fewer,3,3,3
ehcp total,2,3,3
ehcp total young,3,3,3
ehcp until,2,3,3
ehcps become,2,3,3
ehcps currently,2,3,3
ehcps delivered,2,3,3
ehcps delivered local,3,3,3
ehcps demand,2,3,3
ehcps demand speech,3,3,3
ehcps expected,2,3,3
ehcps followed ehcps,3,3,3
ehcps full cost,3,3,3
ehcps legal agreements,3,3,3
ehcps primary,2,3,3
ehcps primary school,3,3,3
ehcps remain,2,3,3
ehcps reserved only,3,3,3
ehcps support,2,3,3
element,1,3,3
eligible ehcps,2,3,3
eluned,1,3,3
eluned morgan,2,3,3
embedded every,2,3,3
embedded every community,3,3,3
endeavour,1,3,3
ending postcode,2,3,3
ending postcode lottery,3,3,3
engaged,1,3,3
engaging,1,3,3
england broken,2,3,3
england education,2,3,3
england education secretary,3,3,3
england initial,2,3,3
england initial cost,3,3,3
england interest,2,3,3
england interest rate,3,3,3
england level,2,3,3
england level support,3,3,3
england schools receive,3,3,3
enhanced,1,3,3
enormous,1,3,3
ensure success,2,3,3
ensures,1,3,3
ensuring children,2,3,3
entitle,1,3,3
entitle child,2,3,3
entitle child ehcp,3,3,3
entitled changing,2,3,3
entitled changing billions,3,3,3
entitlements reassessed move,3,3,3
entitlements reassessed primary,3,3,3
environments,1,3,3
equality,1,3,3
equipped meet,2,3,3
eroded,1,3,3
escalating,1,3,3
essential newsletter read,3,3,3
europe,1,3,3
even though,2,3,3
every child gets,3,3,3
every child identified,3,3,3
every community wrapped,3,3,3
every ehcp,2,3,3
every local area,3,3,3
every school country,3,3,3
every school every,3,3,3
every three,2,3,3
every weekday,2,3,3
exact,1,3,3
exams,1,3,3
excluded seen,2,3,3
excluded seen heard,3,3,3
executive ambitious,2,3,3
executive ambitious autism,3,3,3
executive ipsea,2,3,3
existing ehcp,2,3,3
expected funding,2,3,3
expenditure,1,3,3
expensive part,2,3,3
expensive part send,3,3,3
experience children,2,3,3
explained,1,3,3
explanation,1,3,3
express,1,3,3
extended,1,3,3
extension,1,3,3
extension legal,2,3,3
extension legal rights,3,3,3
extra support meet,3,3,3
extraordinary,1,3,3
extras,1,3,3
faces significant,2,3,3
facing financial,2,3,3
failing system,2,3,3
fair reasonable,2,3,3
families children,2,3,3
families choose,2,3,3
families committee,2,3,3
families forced,2,3,3
families must children,3,3,3
families support,2,3,3
families support needs-led,3,3,3
family every,2,3,3
fantastic,1,3,3
fear children,2,3,3
feel children,2,3,3
fees around,2,3,3
fees around pupils,3,3,3
fellow,1,3,3
fewer half issued,3,3,3
fields,1,3,3
fiercely ambitious children,3,3,3
fight hard,2,3,3
fight really,2,3,3
financier,1,3,3
finished,1,3,3
fiscal studies driven,3,3,3
fits system,2,3,3
fits system only,3,3,3
five children,2,3,3
five pupils pupils,3,3,3
five-year-old,1,3,3
flat,1,3,3
flee,1,3,3
floated,1,3,3
fluctuations,1,3,3
focuses,1,3,3
followed ehcps,2,3,3
followed ehcps stay,3,3,3
forcing,1,3,3
forecasts,1,3,3
forget,1,3,3
formal policy,2,3,3
formal policy document,3,3,3
forthcoming,1,3,3
forthcoming schools,2,3,3
forthcoming schools white,3,3,3
foster,1,3,3
found number,2,3,3
frameworks,1,3,3
free breakfast,2,3,3
frequent,1,3,3
friday,1,3,3
friendships,1,3,3
frustrated,1,3,3
fulfil,1,3,3
full cost supporting,3,3,3
full plans shortly,3,3,3
fully funded,2,3,3
fully funded rights,3,3,3
funded rights,2,3,3
funded rights underpinned,3,3,3
funded separately,2,3,3
funded separately councils,3,3,3
funding councils,2,3,3
funding councils receive,3,3,3
funding decade,2,3,3
funding decade increasing,3,3,3
funding given,2,3,3
funding resources,2,3,3
funding send,2,3,3
funding specialist,2,3,3
funding specialist support,3,3,3
funding work,2,3,3
funny,1,3,3
further action,2,3,3
further costs,2,3,3
further costs ehcps,3,3,3
gain insight,2,3,3
gain insight across,3,3,3
gcse results,2,3,3
gcses education,2,3,3
gcses education secretary,3,3,3
generation children,2,3,3
generous,1,3,3
getting education,2,3,3
getting worse,2,3,3
give councils,2,3,3
given individual,2,3,3
given individual support,3,3,3
given right,2,3,3
given right help,3,3,3
glance published,2,3,3
glance published february,3,3,3
going university,2,3,3
good government,2,3,3
government already,2,3,3
government announced changes,3,3,3
government changes,2,3,3
government continue,2,3,3
government councils,2,3,3
government councils independent,3,3,3
government currently,2,3,3
government expects,2,3,3
government fiercely,2,3,3
government fiercely ambitious,3,3,3
government formal,2,3,3
government formal policy,3,3,3
government fund,2,3,3
government future,2,3,3
government future send,3,3,3
government improve,2,3,3
government inherited send,3,3,3
government introduce,2,3,3
government introduced,2,3,3
government leading,2,3,3
government leading rising,3,3,3
government much,2,3,3
government much private,3,3,3
government national,2,3,3
government need,2,3,3
government needs,2,3,3
government overhaul,2,3,3
government plans major,3,3,3
government plans reform,3,3,3
government plans send,3,3,3
government provide,2,3,3
government should,2,3,3
government spend send,3,3,3
government spending england,3,3,3
government wider,2,3,3
government worried,2,3,3
granted,1,3,3
grew,1,3,3
groundwork,1,3,3
group children,2,3,3
groups other,2,3,3
groups other reasonable,3,3,3
growing demand support,3,3,3
growth send,2,3,3
growth send spending,3,3,3
guidance schools,2,3,3
half issued,2,3,3
half issued within,3,3,3
hanging,1,3,3
happening moment,2,3,3
hard support,2,3,3
having special,2,3,3
headline,1,3,3
health issues,2,3,3
health needs england,3,3,3
health needs overall,3,3,3
heard included,2,3,3
held children,2,3,3
held children back,3,3,3
held council,2,3,3
held council budgets,3,3,3
help build,2,3,3
help children,2,3,3
help complex,2,3,3
help complex needs,3,3,3
help deliver changes,3,3,3
help families,2,3,3
help government,2,3,3
help social,2,3,3
help social emotional,3,3,3
help straight,2,3,3
help straight away,3,3,3
hers,1,3,3
high interest,2,3,3
high school,2,3,3
high-quality support,2,3,3
highest level support,3,3,3
hill,1,3,3
historic send,2,3,3
home because,2,3,3
hopgood,1,3,3
hoping,1,3,3
https,1,3,3
huge amount,2,3,3
huge problem,2,3,3
hundreds thousands children,3,3,3
ideas eastmidsnews,2,3,3
ideas eastmidsnews whatsapp,3,3,3
identified early given,3,3,3
identified number,2,3,3
identified special,2,3,3
identified special educational,3,3,3
identify children needs,3,3,3
identity,1,3,3
ignore,1,3,3
immediately,1,3,3
important part,2,3,3
impossible,1,3,3
improve inclusion,2,3,3
improve send,2,3,3
improve support,2,3,3
improved support,2,3,3
inaction,1,3,3
inbox every weekday,3,3,3
include children send,3,3,3
includes going,2,3,3
includes going directly,3,3,3
including children,2,3,3
including currently,2,3,3
including currently ehcp,3,3,3
including ehcps,2,3,3
including investing,2,3,3
including plans,2,3,3
inclusion every,2,3,3
inclusive deliver,2,3,3
inclusive deliver better,3,3,3
inclusive government,2,3,3
inclusive government much,3,3,3
inclusive mainstream fund,3,3,3
inclusive mainstream schools,3,3,3
increase driven,2,3,3
increase driven rise,3,3,3
increase funding,2,3,3
increase funding decade,3,3,3
increase number,2,3,3
increase spending national,3,3,3
increasing numbers,2,3,3
increasing pressure,2,3,3
increasing pressure mainstream,3,3,3
independent school,2,3,3
independent sector,2,3,3
independently,1,3,3
index measure,2,3,3
indicated,1,3,3
inherited send,2,3,3
inherited send system,3,3,3
initial cost,2,3,3
initial cost supporting,3,3,3
initiatives,1,3,3
injured,1,3,3
input,1,3,3
inquiry into,2,3,3
insiders,1,3,3
insight across,2,3,3
insight across stay,3,3,3
instance,1,3,3
instead families,2,3,3
instead families tailored,3,3,3
interest rate normally,3,3,3
interested,1,3,3
intervene,1,3,3
interviewed,1,3,3
introduced children send,3,3,3
invest send next,3,3,3
invested make mainstream,3,3,3
investigation found,2,3,3
investment deliver,2,3,3
investment schools,2,3,3
investment specialist,2,3,3
involvement,1,3,3
isps introduced children,3,3,3
issued within week,3,3,3
jolanta,1,3,3
jolanta lasota,2,3,3
jolanta lasota chief,3,3,3
journeys,1,3,3
judges,1,3,3
kate,1,3,3
kebede general,2,3,3
kebede general secretary,3,3,3
keep until least,3,3,3
kind legal,2,3,3
kind legal status,3,3,3
kits,1,3,3
knees national,2,3,3
knees national audit,3,3,3
know parents,2,3,3
knowing,1,3,3
labour government inherited,3,3,3
lack resources,2,3,3
lack specialist,2,3,3
lack specialist places,3,3,3
lacking,1,3,3
language needs,2,3,3
language support risen,3,3,3
lasota,1,3,3
lasota chief,2,3,3
lasota chief executive,3,3,3
lasting,1,3,3
latest department,2,3,3
latest department education,3,3,3
laying,1,3,3
leader kemi,2,3,3
leader kemi badenoch,3,3,3
leader nigel,2,3,3
leader nigel farage,3,3,3
leader somerset,2,3,3
leader somerset council,3,3,3
leaders government,2,3,3
leading rising,2,3,3
leading rising debts,3,3,3
learn school,2,3,3
learning disability charity,3,3,3
least create,2,3,3
least create specialist,3,3,3
least september,2,3,3
least september children,3,3,3
leave home,2,3,3
leaves,1,3,3
legal agreements,2,3,3
legal appeal,2,3,3
legal backstop,2,3,3
legal deadline record,3,3,3
legal document,2,3,3
legal documents setting,3,3,3
legal duty,2,3,3
legal rights attached,3,3,3
legal rights children,3,3,3
legal rights include,3,3,3
lengthy fewer,2,3,3
lengthy fewer half,3,3,3
less supporting,2,3,3
less supporting children,3,3,3
lesson,1,3,3
letting,1,3,3
level send,2,3,3
level support children,3,3,3
level support ehcp,3,3,3
level support offered,3,3,3
liberal democrat leader,3,3,3
life sentence minimum,3,3,3
lifelong,1,3,3
like hers,2,3,3
like ours,2,3,3
limit access,2,3,3
limiting,1,3,3
listed primary,2,3,3
listed primary need,3,3,3
literally,1,3,3
lives better,2,3,3
loans issued,2,3,3
local authorities challenge,3,3,3
local authorities taken,3,3,3
local authority help,3,3,3
local community,2,3,3
local councils responsible,3,3,3
local mainstream schools,3,3,3
local school friends,3,3,3
local school without,3,3,3
long families,2,3,3
long young,2,3,3
long young person,3,3,3
long-distance,1,3,3
lovely,1,3,3
lower tiers confer,3,3,3
mainstream fund,2,3,3
mainstream provision,2,3,3
mainstream schools specialist,3,3,3
mainstream schools truly,3,3,3
mainstream schools welcome,3,3,3
mainstream setting,2,3,3
mainstream state schools,3,3,3
maintaining,1,3,3
major milestone,2,3,3
major milestone government,3,3,3
make clear,2,3,3
make sure opportunity,3,3,3
make sure right,3,3,3
make work,2,3,3
making changes,2,3,3
making sure children,3,3,3
managed centrally away,3,3,3
march government future,3,3,3
mass,1,3,3
mean families,2,3,3
mean schools,2,3,3
mean support,2,3,3
means size,2,3,3
means size fits,3,3,3
measure inflation,2,3,3
medium,1,3,3
meet children needs,3,3,3
meet physical,2,3,3
meet physical communication,3,3,3
meet rising,2,3,3
meeting children,2,3,3
meeting children needs,3,3,3
mental health issues,3,3,3
mentioned,1,3,3
michael gove,2,3,3
might help,2,3,3
milestone,1,3,3
milestone government,2,3,3
milestone government mission,3,3,3
minister olivia,2,3,3
minister olivia bailey,3,3,3
ministerial,1,3,3
ministers confirmed,2,3,3
ministers confirmed september,3,3,3
ministry justice,2,3,3
missing education,2,3,3
missing school,2,3,3
mission make sure,3,3,3
